product_id,detail_url,title,price,category,competitor,product_type,Ladehoogte (binnenkant),Lengte,Breedte,Hoogte,Ladebreedte (binnenkant),Ladediepte (binnenkant),Verhoogd hoofdeinde,Matraslengte,Matrasbreedte,description,Verhoogd voeteneinde,Vrije hoogte onder meubel,"Hoogte, 2 bedden",Diepte,Zitdiepte,Zithoogte,Hoogte armleuning,Hoogte inclusief rugkussens,Breedte armleuning,Zitbreedte,Hoogte rugleuning,Aantal zitplaatsen,Max. hoogte,Min. zithoogte,Max. zithoogte,Diameter,Hoogte lampenkap,Snoerlengte,Diameter lampenkap,Vermogen,Dikte,Aantal per verpakking,Diameter voet,Breedte lampenkap,Bedbreedte,Bedlengte,Lengte uitgeklapt,Breedte uitgeklapt,Min. diepte,Max. diepte,Diepe chaise longue,"Zitdiepte, chaise longue",Matrasdikte,Bedhoogte,Breedte rechts,Breedte links,Max. zitdiepte,Min. zitdiepte,Oppervlak,Min. poolhoogte,Min. oppervlakte,Min. lengte,Zitbreedte rechts,Zitbreedte links,Min. breedte,Max. breedte,"Zitbreedte, chaise longue",Min. hoogte,Lengte ketting,Diameter wandbevestiging,Verzinkingsdiameter,Max. diameter,Totale hoogte,Max. belasting/fauteuilonderstel,Max. belasting,Max. lengte,Inhoud
40271259,https://www.ikea.com/nl/nl/catalog/products/40271259/,ÅDUM,59.95,rugs,ikea,"Vloerkleed, hoogpolig, ecru",,,,,,,,,,"De dikke pool glinstert in verschillende nuances en is heerlijk om met je tenen in weg te zakken. Omdat de pool zo dicht is, dempt deze ook geluid - een feest voor oren en voeten.",,,,,,,,,,,,,,,,195 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40345057,https://www.ikea.com/nl/nl/catalog/products/40345057/,ÅDUM,29.95,rugs,ikea,"Vloerkleed, hoogpolig, donkerblauw",,,,,,,,,,"De dikke pool glinstert in verschillende nuances en is heerlijk om met je tenen in weg te zakken. Omdat de pool zo dicht is, dempt deze ook geluid - een feest voor oren en voeten.",,,,,,,,,,,,,,,,130 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60319482,https://www.ikea.com/nl/nl/catalog/products/60319482/,ÅDUM,59.95,rugs,ikea,"Vloerkleed, hoogpolig, donkergrijs",,,,,,,,,,"De dikke pool glinstert in verschillende nuances en is heerlijk om met je tenen in weg te zakken. Omdat de pool zo dicht is, dempt deze ook geluid - een feest voor oren en voeten.",,,,,,,,,,,,,,,,195 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50423945,https://www.ikea.com/nl/nl/catalog/products/50423945/,LANGSTED,39.95,rugs,ikea,"Vloerkleed, laagpolig, groen",,195 cm,133 cm,,,,,,,"Leg er één in elke kamer, of meerdere in één kamer. Dit zachte kleed is verkrijgbaar in meerdere kleuren en afmetingen, en door de gesneden zijkanten kan je er meerdere aan elkaar leggen zonder zichtbare naden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80227877,https://www.ikea.com/nl/nl/catalog/products/80227877/,STOPP,2.59/m²Prijs per set,rugs,ikea,Antislipstrip,,200 cm,67.5 cm,,,,,,,Houdt het kleed op zijn plaats: de kans op uitglijden wordt minder en het kleed is makkelijker te stofzuigen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132260,https://www.ikea.com/nl/nl/catalog/products/10132260/,STOPP FILT,6.16/m²Prijs per set,rugs,ikea,Ondertapijt met antislipstrip,,125 cm,65 cm,,,,,,,Het ondertapijt neemt vuil en zand op en beschermt tegen krassen. Bovendien zorgt het dat je kleed op zijn plaats blijft liggen én wordt het kleed zachter om op te lopen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80435193,https://www.ikea.com/nl/nl/catalog/products/80435193/,SIMESTED,129,rugs,ikea,"Vloerkleed, hoogpolig, wit, rood",,200 cm,200 cm,,,,,,,De rode kleur geeft dit vierkante patroon een nieuwe en gedurfde uitstraling. Gebruik de kleur als basis in de kamer of durf te mixen. Het kleed past prima bij moderne én traditionele meubels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00345243,https://www.ikea.com/nl/nl/catalog/products/00345243/,STOCKHOLM 2017,179,rugs,ikea,"Vloerkleed, glad geweven, zigzagpatroon handgemaakt, zigzagpatroon oranje oranje",,240 cm,170 cm,,,,,,,"Slijtvast, handgeweven vloerkleed van pure wol, waar je jarenlang plezier van zult hebben. Het klassieke visgraatpatroon is aan beide kanten even mooi, dus mocht er een ongelukje gebeuren, dan draai je het kleed gewoon om.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08 m² cm,,,,,,,,,,,,,,,,,,
10229035,https://www.ikea.com/nl/nl/catalog/products/10229035/,STOCKHOLM,179,rugs,ikea,"Vloerkleed, glad geweven, netpatroon handgemaakt, netpatroon geel geel",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50435217,https://www.ikea.com/nl/nl/catalog/products/50435217/,SVALLERUP,59.95,rugs,ikea,"Vloerkleed glad geweven, bin/buit, zwart, wit",,200 cm,200 cm,,,,,,,"Dit zachte kleed met een klassiek zwart-wit ruitpatroon is geschikt voor binnen en buiten. Perfect voor onder de eettafel omdat het dubbelzijdig is - als je erop knoeit, keer je het gewoon om.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40314678,https://www.ikea.com/nl/nl/catalog/products/40314678/,ALVINE,199,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt grijs",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80429743,https://www.ikea.com/nl/nl/catalog/products/80429743/,SOMMAR 2019,24.95,rugs,ikea,"Vloerkleed, glad geweven, groen/wit binnen/buiten, groen/wit",,240 cm,180 cm,,,,,,,Dit vloerkleed is handig voor buiten omdat het waterafstotend en makkelijk te onderhouden is.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307481,https://www.ikea.com/nl/nl/catalog/products/20307481/,LOHALS,24.95,rugs,ikea,"Vloerkleed, glad geweven, naturel",,150 cm,80 cm,,,,,,,Jute is een slijtvast en recyclebaar materiaal met natuurlijke kleurvariaties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00372359,https://www.ikea.com/nl/nl/catalog/products/00372359/,KRÖNGE,299,rugs,ikea,"Vloerkleed, laagpolig, handgemaakt, veelkleurig",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40429740,https://www.ikea.com/nl/nl/catalog/products/40429740/,SOMMAR 2019,24.95,rugs,ikea,"Vloerkleed, glad geweven, blauw binnen/buiten blauw wit, wit/rood rood",,240 cm,180 cm,,,,,,,Dit vloerkleed is handig voor buiten omdat het waterafstotend en makkelijk te onderhouden is.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20308471,https://www.ikea.com/nl/nl/catalog/products/20308471/,VALLÖBY,29.95,rugs,ikea,"Vloerkleed, laagpolig, beige, blauw",,180 cm,80 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90425160,https://www.ikea.com/nl/nl/catalog/products/90425160/,FÄRGSTARK,349,rugs,ikea,"Vloerkleed, laagpolig, zwart, wit",,200 cm,200 cm,,,,,,,IKEA bestaat wereldwijd 75 jaar en om dat te vieren hebben wij favorieten van vroeger verzameld in een speciale collectie. Weet jij nog in welk decennium dit product gelanceerd werd?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90372331,https://www.ikea.com/nl/nl/catalog/products/90372331/,NÖDEBO,299,rugs,ikea,"Vloerkleed, laagpolig, handgemaakt, groen",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30407965,https://www.ikea.com/nl/nl/catalog/products/30407965/,GLUMSÖ,99.95,rugs,ikea,"Vloerkleed, glad geweven, lichtgrijs",,195 cm,133 cm,,,,,,,Het levendige patroon is geweven van zijdezacht lyocell - een slijtvast natuurmateriaal dat wordt gemaakt met een minimale invloed op het milieu. Het slijtvaste vloerkleed is bovendien zowel recyclebaar als composteerbaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80239413,https://www.ikea.com/nl/nl/catalog/products/80239413/,STOCKHOLM,299,rugs,ikea,"Vloerkleed, laagpolig, groen handgemaakt groen",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30185422,https://www.ikea.com/nl/nl/catalog/products/30185422/,ÅDUM,24.95,rugs,ikea,"Vloerkleed, hoogpolig, ecru",,150 cm,80 cm,,,,,,,Je voeten zullen de dikke pool met de verschillende kleurnuances heerlijk vinden. Heb je veel vloeroppervlak? Dan kan je meerdere kleden aan elkaar leggen - de dikke pool verbergt de naden. Ook verkrijgbaar in een ronde uitvoering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203573,https://www.ikea.com/nl/nl/catalog/products/10203573/,MORUM,29.95,rugs,ikea,"Vloerkleed glad geweven, bin/buit, binnen/buiten donkergrijs",,200 cm,80 cm,,,,,,,"Geschikt voor gebruik binnen en buiten omdat het bestand is tegen regen, zon, sneeuw en vuil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80407963,https://www.ikea.com/nl/nl/catalog/products/80407963/,GLUMSÖ,149,rugs,ikea,"Vloerkleed, glad geweven, donkergrijs",,240 cm,165 cm,,,,,,,Het levendige patroon is geweven van zijdezacht lyocell - een slijtvast natuurmateriaal dat wordt gemaakt met een minimale invloed op het milieu. Het slijtvaste vloerkleed is bovendien zowel recyclebaar als composteerbaar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60229033,https://www.ikea.com/nl/nl/catalog/products/60229033/,STOCKHOLM,299,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt geruit, geruit bruin bruin",,350 cm,250 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40407979,https://www.ikea.com/nl/nl/catalog/products/40407979/,HELLESTED,49.95,rugs,ikea,"Vloerkleed, glad geweven, naturel, bruin",,195 cm,133 cm,,,,,,,Jute is een slijtvast en recyclebaar materiaal met natuurlijke kleurvariaties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30334035,https://www.ikea.com/nl/nl/catalog/products/30334035/,KATTRUP,159,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt roestbruin",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90103254,https://www.ikea.com/nl/nl/catalog/products/90103254/,STOCKHOLM,299,rugs,ikea,"Vloerkleed, glad geweven, zwart handgemaakt streep, ecru gestreept zwart/ecru",,350 cm,250 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50408006,https://www.ikea.com/nl/nl/catalog/products/50408006/,VISTOFT,249,rugs,ikea,"Vloerkleed, glad geweven, naturel",,350 cm,250 cm,,,,,,,"De mat is slijtvast en stevig omdat hij is gemaakt van sisal, een natuurlijke vezel van de agaveplant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20319484,https://www.ikea.com/nl/nl/catalog/products/20319484/,ÅDUM,59.95,rugs,ikea,"Vloerkleed, hoogpolig, lichtgroen",,,,,,,,,,"De dikke pool glinstert in verschillende nuances en is heerlijk om met je tenen in weg te zakken. Omdat de pool zo dicht is, dempt deze ook geluid - een feest voor oren en voeten.",,,,,,,,,,,,,,,,195 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90360639,https://www.ikea.com/nl/nl/catalog/products/90360639/,FÅRDRUP,9.99,rugs,ikea,"Vloerkleed, grijs",,100 cm,60 cm,,,,,,,Lekker warm en zacht. Perfect voor op de grond of voor in je lievelingsstoel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60 m² cm,,,,,,,,,,,,,,,,,,
60323295,https://www.ikea.com/nl/nl/catalog/products/60323295/,KATTRUP,199,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt grijs",,300 cm,200 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in Bangladesh. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90374561,https://www.ikea.com/nl/nl/catalog/products/90374561/,ALRUM,249,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt veelkleurig",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60408039,https://www.ikea.com/nl/nl/catalog/products/60408039/,LANGSTED,39.95,rugs,ikea,"Vloerkleed, laagpolig, beige",,195 cm,133 cm,,,,,,,"Leg er één in elke kamer, of meerdere in één kamer. Dit zachte kleed is verkrijgbaar in meerdere kleuren en afmetingen, en door de gesneden zijkanten kan je er meerdere aan elkaar leggen zonder zichtbare naden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20374569,https://www.ikea.com/nl/nl/catalog/products/20374569/,KOLLUND,299,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt grijs",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50277393,https://www.ikea.com/nl/nl/catalog/products/50277393/,LOHALS,79.95,rugs,ikea,"Vloerkleed, glad geweven, naturel",,230 cm,160 cm,,,,,,,Jute is een slijtvast en recyclebaar materiaal met natuurlijke kleurvariaties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70322035,https://www.ikea.com/nl/nl/catalog/products/70322035/,VALBY RUTA,29.95,rugs,ikea,"Vloerkleed, laagpolig, veelkleurig",,180 cm,80 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60335986,https://www.ikea.com/nl/nl/catalog/products/60335986/,SODERUP,29.95,rugs,ikea,"Vloerkleed, glad geweven, naturel, veelkleurig",,200 cm,75 cm,,,,,,,"Zeegras is een slijtvast, recyclebaar natuurmateriaal dat isoleert en geluiddempend is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30374564,https://www.ikea.com/nl/nl/catalog/products/30374564/,BRÖNDEN,299,rugs,ikea,"Vloerkleed, laagpolig, handgemaakt veelkleurig",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50374558,https://www.ikea.com/nl/nl/catalog/products/50374558/,KÖPENHAMN,249,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt donkergrijs",,240 cm,170 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60319496,https://www.ikea.com/nl/nl/catalog/products/60319496/,ÅDUM,79.95,rugs,ikea,"Vloerkleed, hoogpolig, donkergrijs",,240 cm,170 cm,,,,,,,Je voeten zullen de dikke pool met de verschillende kleurnuances heerlijk vinden. Heb je veel vloeroppervlak? Dan kan je meerdere kleden aan elkaar leggen - de dikke pool verbergt de naden. Ook verkrijgbaar in een ronde uitvoering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90313011,https://www.ikea.com/nl/nl/catalog/products/90313011/,HAMPEN,6.99,rugs,ikea,"Vloerkleed, hoogpolig, grijs",,80 cm,80 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00381924,https://www.ikea.com/nl/nl/catalog/products/00381924/,KÖPENHAMN,149,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt blauw/groen",,195 cm,133 cm,,,,,,,Elk vloerkleed is uniek omdat het met de hand is geweven door vakkundige handwerklieden met goede arbeidsomstandigheden en rechtvaardige lonen bij georganiseerde weefcentra in India. Gemaakt van 100% wol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50163773,https://www.ikea.com/nl/nl/catalog/products/50163773/,ÅDUM,49.95,rugs,ikea,"Vloerkleed, hoogpolig, ecru",,195 cm,133 cm,,,,,,,Je voeten zullen de dikke pool met de verschillende kleurnuances heerlijk vinden. Heb je veel vloeroppervlak? Dan kan je meerdere kleden aan elkaar leggen - de dikke pool verbergt de naden. Ook verkrijgbaar in een ronde uitvoering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90319490,https://www.ikea.com/nl/nl/catalog/products/90319490/,ÅDUM,24.95,rugs,ikea,"Vloerkleed, hoogpolig, donkergrijs",,150 cm,80 cm,,,,,,,Je voeten zullen de dikke pool met de verschillende kleurnuances heerlijk vinden. Heb je veel vloeroppervlak? Dan kan je meerdere kleden aan elkaar leggen - de dikke pool verbergt de naden. Ook verkrijgbaar in een ronde uitvoering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80354988,https://www.ikea.com/nl/nl/catalog/products/80354988/,STENLILLE,59.95,rugs,ikea,"Vloerkleed, laagpolig, groen",,240 cm,170 cm,,,,,,,"De dichte, dikke pool is geluiddempend en zacht om op te lopen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70313007,https://www.ikea.com/nl/nl/catalog/products/70313007/,HAMPEN,24.95,rugs,ikea,"Vloerkleed, hoogpolig, grijs",,195 cm,133 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00230666,https://www.ikea.com/nl/nl/catalog/products/00230666/,ÅDUM,24.95,rugs,ikea,"Vloerkleed, hoogpolig, lichtbruin",,150 cm,80 cm,,,,,,,Je voeten zullen de dikke pool met de verschillende kleurnuances heerlijk vinden. Heb je veel vloeroppervlak? Dan kan je meerdere kleden aan elkaar leggen - de dikke pool verbergt de naden. Ook verkrijgbaar in een ronde uitvoering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80259302,https://www.ikea.com/nl/nl/catalog/products/80259302/,HAMPEN,39.95,rugs,ikea,"Vloerkleed, hoogpolig, beige",,230 cm,160 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50262546,https://www.ikea.com/nl/nl/catalog/products/50262546/,HAMPEN,6.99,rugs,ikea,"Vloerkleed, hoogpolig, beige",,80 cm,80 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20345874,https://www.ikea.com/nl/nl/catalog/products/20345874/,STENLILLE,59.95,rugs,ikea,"Vloerkleed, laagpolig, grijs",,240 cm,170 cm,,,,,,,"De dichte, dikke pool is geluiddempend en zacht om op te lopen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40408021,https://www.ikea.com/nl/nl/catalog/products/40408021/,MELHOLT,59.95,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt naturel, donkerblauw",,195 cm,133 cm,,,,,,,Elk kleed is uniek omdat er willekeurig donkere wol het jute wordt geweven. Handgemaakt door vakkundige ambachtslieden met goede arbeidsomstandigheden en een rechtvaardig loon bij georganiseerde weefcentra in India en Bangladesh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40322032,https://www.ikea.com/nl/nl/catalog/products/40322032/,VALBY RUTA,69.95,rugs,ikea,"Vloerkleed, laagpolig, veelkleurig",,230 cm,170 cm,,,,,,,"Slijtvast, vlekbestendig en onderhoudsvriendelijk omdat het kleed is gemaakt van synthetische vezels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80408024,https://www.ikea.com/nl/nl/catalog/products/80408024/,RAKLEV,29.95,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt naturel, veelkleurig",,160 cm,70 cm,,,,,,,Er wordt wollen garen in het jute vloerkleed geweven om dit kleur en karakter te geven. Met de hand geweven door vakkundige ambachtslieden met goede arbeidsomstandigheden en een rechtvaardig loon bij georganiseerde weefcentra in India en Bangladesh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212675,https://www.ikea.com/nl/nl/catalog/products/30212675/,TÅNUM,4.99,rugs,ikea,"Vloerkleed, glad geweven, diverse kleuren",,90 cm,60 cm,,,,,,,Elk kleurrijk vloerkleed is op meer dan één manier uniek. Het bestaat namelijk uit restanten van onze fabricage van dekbedovertrekken - en is met de hand geweven door vakkundige mensen bij georganiseerde weefcentra in Bangladesh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20344978,https://www.ikea.com/nl/nl/catalog/products/20344978/,VINDUM,79.95,rugs,ikea,"Vloerkleed, hoogpolig, blauw/groen blauw",,180 cm,133 cm,,,,,,,"De dikke pool is zacht en uitnodigend, dus als het te krap is op de bank, kan je ook lekker op het kleed zitten. Geweven van garen met kleurcontrasten, een fraai detail dat het patroon levendig maakt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30299225,https://www.ikea.com/nl/nl/catalog/products/30299225/,PERSISK GABBEH L,599,rugs,ikea,"Vloerkleed, hoogpolig, diverse kleuren handgemaakt diverse kleuren",,175 cm,110 cm,,,,,,,"Elk kleed is een uniek, handgeknoopt kunstwerk met traditionele Perzische patronen uit het dagelijks leven van de nomaden. De kleden werden oorspronkelijk gebruikt om op te slapen en hebben daarom een hoge pool die de warmte vasthoudt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40299244,https://www.ikea.com/nl/nl/catalog/products/40299244/,PERSISK KELIM GASHGAI,249,rugs,ikea,"Vloerkleed, glad geweven, diverse dessins handgemaakt diverse dessins",,180 cm,125 cm,,,,,,,"Elk vloerkleed is een uniek, handgeweven kunstwerk versierd met klassieke Gashgai-motieven, bestaande uit ruiten, vierkanten, strepen en sterren. De kleuren die zijn gebruikt, zijn blauw, geel, rood, groen en beige.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25 m² cm,,,,,,,,,,,,,,,,,,
80345239,https://www.ikea.com/nl/nl/catalog/products/80345239/,STOCKHOLM 2017,279,rugs,ikea,"Vloerkleed, glad geweven, handgemaakt gestreept, gestreept wit grijs",,350 cm,250 cm,,,,,,,"Handgeweven door kundige vakmensen, wat elk tapijt uniek maakt. Gefabriceerd in India in door IKEA gecontroleerde weefcentra met goede arbeidsomstandigheden en eerlijke lonen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.75 m² cm,,,,,,,,,,,,,,,,,,
